question
"What is the latest known price of the Enclosed Field with Ploughman, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Portrait of Frederikke Tuxen, by Peder Severin Krøyer, in pound sterlings?"
"What is the latest known price of the Autograph suit of Sandy Powell, by Sandy Powell, in pound sterlings?"
"What is the latest known price of the Reclining nude (on the left side) (Amedeo Modigliani), by Amedeo Modigliani, in United States dollars?"
"What is the latest known price of the Willows by Høje Taastrup village, Denmark, by Laurits Andersen Ring, in Danish krones?"
"What is the latest known price of the Number 17A, by Jackson Pollock, in United States dollars?"
"What is the latest known price of the Day Dream, by Andrew Wyeth, in United States dollars?"
"What is the latest known price of the Boy and Dog in a Johnnypump, by Jean-Michel Basquiat, in United States dollars?"
"What is the latest known price of the View through a Door to Running Figures, by Christoffer Wilhelm Eckersberg, in Danish krones?"
"What is the latest known price of the Prague - View from the Monastery of the Kinghts of the cross with red star, by Oskar Kokoschka, in Czech korunas?"
"What is the latest known price of the Aspects of Time (Santomaso), by Giuseppe Santomaso, in Euros?"
"What is the latest known price of the Norwegian Landscape, by Hans Gude, in Norwegian krones?"
"What is the latest known price of the Marie in the garden, by Peder Severin Krøyer, in pound sterlings?"
"What is the latest known price of the Portrait of the artist as Mars, by Gian Lorenzo Bernini, in pound sterlings?"
"What is the latest known price of the Red Rooves of L'Estaque, by Paul Cézanne, in United States dollars?"
"What is the latest known price of the Les Distractions de Dagobert, by Leonora Carrington, in United States dollars?"
"What is the latest known price of the Marquis de Lafayette, by Samuel Finley Breese Morse, in United States dollars?"
"What is the latest known price of the Sleeping, by Toyen, in Czech korunas?"
"What is the latest known price of the Madonna of the Magnificat, by Sandro Botticelli, in United States dollars?"
"What is the latest known price of the Mirage, by Toyen, in Czech korunas?"
"What is the latest known price of the Rejected, by Tom Roberts, in pound sterlings?"
"What is the latest known price of the Ritratto di donna orientale, by Vincenzo Cinque, in Euros?"
"What is the latest known price of the Young Man at His Window, by Gustave Caillebotte, in United States dollars?"
"What is the latest known price of the Le bassin d'Argenteuil, by Claude Monet, in United States dollars?"
"What is the latest known price of the Water Serpents II, by Gustav Klimt, in United States dollars?"
"What is the latest known price of the Portrait of a woman in a red skirt, by Lorenz Frølich, in Danish krones?"
"What is the latest known price of the Abraham Lincoln: The Hoosier Youth, by Paul Manship, in United States dollars?"
"What is the latest known price of the ""Kabyle woman from Algeria"" and ""Janissary of Sultan Mahmud II"", by Emile Guillemin, in United States dollars?"
"What is the latest known price of the Headless, by Luciano Andreani, in Swiss francs?"
"What is the latest known price of the Young Man with Cornflower, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Giant Fruit Loop, by MSCHF, in United States dollars?"
"What is the latest known price of the Caricature of a man pointing with his left arm, by Gian Lorenzo Bernini, in pound sterlings?"
"What is the latest known price of the Interchange, by Willem de Kooning, in United States dollars?"
"What is the latest known price of the Landscape with Olive Tree and Mountains in the Background, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Depositing of John Bellini’s Three Pictures in La Chiesa Redentore, Venice, by J. M. W. Turner, in United States dollars?"
"What is the latest known price of the Birch Forest, by Gustav Klimt, in United States dollars?"
"What is the latest known price of the Skagen Heath near Brovandene, by Peder Severin Krøyer, in Danish krones?"
"What is the latest known price of the The Vegetable Seller at Cork, by Beatrice Gubbins, in Euros?"
"What is the latest known price of the Spring landscape with light green fields; small pond and to the right Mogenstrup, by Laurits Andersen Ring, in Danish krones?"
"What is the latest known price of the Odalisque, by Henri Matisse, in United States dollars?"
"What is the latest known price of the Garçon à la pipe, by Pablo Picasso, in United States dollars?"
"What is the latest known price of the Number 31, by Jackson Pollock, in United States dollars?"
"What is the latest known price of the The King's birthday. The Royal Guard in red gala in Østergade, by Paul Gustav Fischer, in Danish krones?"
"What is the latest known price of the Study of a Man, by Gian Lorenzo Bernini, in Euros?"
"What is the latest known price of the Large Interior, W11 (after Watteau), by Lucian Freud, in United States dollars?"
"What is the latest known price of the North Central South Spring Garden, by Nguyễn Gia Trí, in United States dollars?"
"What is the latest known price of the Kreiselbär, by Housi Knecht, in Swiss francs?"
"What is the latest known price of the Divertimento II, by František Kupka, in Czech korunas?"
"What is the latest known price of the Rodolfo Pizarro, by Enrique Enn, in United States dollars?"
"What is the latest known price of the Bal du moulin de la Galette, by Pierre-Auguste Renoir, in United States dollars?"
"What is the latest known price of the Contrast of Forms, by Fernand Léger, in United States dollars?"
"What is the latest known price of the I am, by Salvatore Garau, in United States dollars?"
"What is the latest known price of the The Virgin, by Gustav Klimt, in Austro-Hungarian krones?"
"What is the latest known price of the Portrait of Pope Gregory XIII, bust-length, by Scipione Pulzone, in United States dollars?"
"What is the latest known price of the Cirkus Simonette, by Jindřich Štyrský, in Czech korunas?"
"What is the latest known price of the Peasant Woman, by Abram Arkhipov, in pound sterlings?"
"What is the latest known price of the Ginevra de' Benci, by Leonardo da Vinci, in United States dollars?"
"What is the latest known price of the Orchard with Peach Trees in Blossom, by Vincent van Gogh, in United States dollars?"
"What is the latest known price of the Everydays: the First 5000 Days, by Mike Winkelmann, in United States dollars?"
"What is the latest known price of the Portrait of Alexander VII Chigi, by Pier Francesco Mola, in Euros?"
"What is the latest known price of the Head III, by Francis Bacon, in pound sterlings?"
"What is the latest known price of the Oarsman in a Top Hat, by Gustave Caillebotte, in Euros?"
"What is the latest known price of the Young Girl with a Flower Basket, by Pablo Picasso, in United States dollars?"
"What is the latest known price of the Les Poseuses, small version, by Georges Seurat, in United States dollars?"
"What is the latest known price of the Concarneau. Calme du Matin. Op. 219 (Larghetto), by Paul Signac, in United States dollars?"
"What is the latest known price of the No. 7, by Mark Rothko, in United States dollars?"
"What was the year of publication of the literary work The Danube Pilot, by Jules Verne?"
"What is the median income of the country of Singapore, in United States dollar?"
"What is the median income of the country of United States of America, in United States dollar?"
"What is the median income of the country of Spain, in United States dollar?"
"What was the urban population of the country of Nepal, in 2022, in number of people?"
"What was the urban population of the country of Russia, in 2022, in number of people?"
"What was the urban population of the country of South Africa, in 2022, in number of people?"
"What was the urban population of the country of Brunei, in 2022, in number of people?"
"What was the urban population of the country of Republic of the Congo, in 2022, in number of people?"
"What was the urban population of the country of Azerbaijan, in 2022, in number of people?"
"What was the urban population of the country of Namibia, in 2022, in number of people?"
"What was the urban population of the country of Tanzania, in 2022, in number of people?"
"What was the urban population of the country of Vanuatu, in 2022, in number of people?"
"What was the urban population of the country of Netherlands, in 2022, in number of people?"
"What was the urban population of the country of State of Palestine, in 2024, in number of people?"
"What was the urban population of the country of Germany, in 2022, in number of people?"
"What was the urban population of the country of Chad, in 2022, in number of people?"
"What was the urban population of the country of Grenada, in 2022, in number of people?"
"What was the urban population of the country of Bosnia and Herzegovina, in 2022, in number of people?"
"What was the urban population of the country of Mauritania, in 2022, in number of people?"
"What was the urban population of the country of Jordan, in 2022, in number of people?"
"What was the urban population of the country of Madagascar, in 2022, in number of people?"
"What was the urban population of the country of Djibouti, in 2022, in number of people?"
"What was the urban population of the country of Costa Rica, in 2022, in number of people?"
"What was the urban population of the country of France, in 2022, in number of people?"
"What was the urban population of the country of Egypt, in 2022, in number of people?"
"What was the urban population of the country of Latvia, in 2022, in number of people?"
"What was the urban population of the country of Slovenia, in 2022, in number of people?"
"What was the urban population of the country of North Korea, in 2022, in number of people?"
"What was the urban population of the country of Central African Republic, in 2022, in number of people?"
"What was the urban population of the country of The Bahamas, in 2022, in number of people?"
"What was the urban population of the country of Singapore, in 2022, in number of people?"
"What was the urban population of the country of East Timor, in 2022, in number of people?"
"What was the urban population of the country of Gabon, in 2022, in number of people?"
"What was the urban population of the country of Armenia, in 2022, in number of people?"
"What was the urban population of the country of Dominica, in 2022, in number of people?"
"What was the urban population of the country of Nicaragua, in 2022, in number of people?"
"What was the urban population of the country of United States of America, in 2022, in number of people?"
"What was the urban population of the country of Poland, in 2022, in number of people?"
"What was the urban population of the country of Solomon Islands, in 2022, in number of people?"
"What was the urban population of the country of Angola, in 2022, in number of people?"
"What was the urban population of the country of Argentina, in 2022, in number of people?"
"What was the urban population of the country of Oman, in 2022, in number of people?"
"What was the urban population of the country of Zimbabwe, in 2022, in number of people?"
"What was the urban population of the country of Niger, in 2022, in number of people?"
"What was the urban population of the country of Albania, in 2022, in number of people?"
"What was the urban population of the country of Nigeria, in 2022, in number of people?"
"What was the urban population of the country of India, in 2021, in number of people?"
"What was the urban population of the country of Malawi, in 2022, in number of people?"
"What was the urban population of the country of Greece, in 2022, in number of people?"
"What was the urban population of the country of Syria, in 2022, in number of people?"
"What was the urban population of the country of Italy, in 2022, in number of people?"
"What was the urban population of the country of Tunisia, in 2022, in number of people?"
"What was the urban population of the country of Lithuania, in 2022, in number of people?"
"What was the urban population of the country of Cuba, in 2022, in number of people?"
"What was the urban population of the country of Mozambique, in 2022, in number of people?"
"What was the urban population of the country of Honduras, in 2022, in number of people?"
"What was the urban population of the country of Qatar, in 2022, in number of people?"
"What was the urban population of the country of Burundi, in 2022, in number of people?"
"What was the urban population of the country of El Salvador, in 2022, in number of people?"
"What was the urban population of the country of Colombia, in 2022, in number of people?"
"What was the urban population of the country of Rwanda, in 2022, in number of people?"
"What was the urban population of the country of Tajikistan, in 2022, in number of people?"
"What was the urban population of the country of Estonia, in 2022, in number of people?"
"What was the urban population of the country of Denmark, in 2022, in number of people?"
"What was the urban population of the country of Comoros, in 2022, in number of people?"
"What was the urban population of the country of Mali, in 2022, in number of people?"
"What was the urban population of the country of Bhutan, in 2022, in number of people?"
"What was the urban population of the country of Ivory Coast, in 2022, in number of people?"
"What was the urban population of the country of Sweden, in 2022, in number of people?"
"What was the urban population of the country of Saint Lucia, in 2022, in number of people?"
"What was the urban population of the country of Slovakia, in 2022, in number of people?"
"What was the urban population of the country of Guinea-Bissau, in 2022, in number of people?"
"What was the urban population of the country of Maldives, in 2022, in number of people?"
"What was the urban population of the country of Czech Republic, in 2022, in number of people?"
"What was the urban population of the country of Ecuador, in 2022, in number of people?"
"What was the urban population of the country of United Arab Emirates, in 2022, in number of people?"
"What was the urban population of the country of Saint Vincent and the Grenadines, in 2022, in number of people?"
"What was the urban population of the country of Ghana, in 2022, in number of people?"
"What was the urban population of the country of Guinea, in 2022, in number of people?"
"What was the urban population of the country of Ireland, in 2022, in number of people?"
"What was the urban population of the country of New Zealand, in 2022, in number of people?"
"What was the urban population of the country of Papua New Guinea, in 2022, in number of people?"
"What was the urban population of the country of Turkmenistan, in 2022, in number of people?"
"What was the urban population of the country of The Gambia, in 2022, in number of people?"
"What was the urban population of the country of Mexico, in 2022, in number of people?"
"What was the urban population of the country of Bahrain, in 2022, in number of people?"
"What was the urban population of the country of People's Republic of China, in 2020, in number of people?"
"What was the urban population of the country of South Korea, in 2021, in number of people?"
"What was the urban population of the country of Saint Kitts and Nevis, in 2022, in number of people?"
"What was the urban population of the country of Kazakhstan, in 2022, in number of people?"
"What was the urban population of the country of Nauru, in 2022, in number of people?"
"What was the urban population of the country of Cape Verde, in 2022, in number of people?"
"What was the urban population of the country of Burkina Faso, in 2022, in number of people?"
"What was the urban population of the country of Paraguay, in 2022, in number of people?"
"What was the urban population of the country of Senegal, in 2022, in number of people?"
"What was the urban population of the country of Bulgaria, in 2022, in number of people?"
"What was the urban population of the country of Uruguay, in 2022, in number of people?"
"What was the urban population of the country of Guatemala, in 2022, in number of people?"
"What was the urban population of the country of Laos, in 2022, in number of people?"
"What was the urban population of the country of Croatia, in 2022, in number of people?"
"What was the urban population of the country of Tuvalu, in 2022, in number of people?"
"What was the urban population of the country of North Macedonia, in 2022, in number of people?"
"What was the urban population of the country of Portugal, in 2022, in number of people?"
"What was the urban population of the country of Sri Lanka, in 2022, in number of people?"
"What was the urban population of the country of Lesotho, in 2022, in number of people?"
"What was the urban population of the country of Finland, in 2022, in number of people?"
"What was the urban population of the country of Liechtenstein, in 2022, in number of people?"
"What was the urban population of the country of Belarus, in 2022, in number of people?"
"What was the urban population of the country of Chile, in 2022, in number of people?"
"What was the urban population of the country of Jamaica, in 2022, in number of people?"
"What was the urban population of the country of São Tomé and Príncipe, in 2022, in number of people?"
"What was the urban population of the country of Switzerland, in 2022, in number of people?"
"What was the urban population of the country of Turkey, in 2022, in number of people?"
"What was the urban population of the country of Malta, in 2022, in number of people?"
"What was the urban population of the country of Brazil, in 2022, in number of people?"
"What was the urban population of the country of Bolivia, in 2022, in number of people?"
"What was the urban population of the country of Australia, in 2022, in number of people?"
"What was the urban population of the country of Philippines, in 2020, in number of people?"
"What was the urban population of the country of Cambodia, in 2019, in number of people?"
"What was the urban population of the country of Ethiopia, in 2022, in number of people?"
"What was the urban population of the country of Montenegro, in 2022, in number of people?"
"What was the urban population of the country of Uganda, in 2022, in number of people?"
"What was the urban population of the country of Mongolia, in 2022, in number of people?"
"What was the urban population of the country of Eritrea, in 2022, in number of people?"
"What was the urban population of the country of Luxembourg, in 2022, in number of people?"
"What was the urban population of the country of Belgium, in 2022, in number of people?"
"What was the urban population of the country of Benin, in 2022, in number of people?"
"What was the urban population of the country of Norway, in 2022, in number of people?"
"What was the urban population of the country of Guyana, in 2022, in number of people?"
"What was the urban population of the country of Israel, in 2022, in number of people?"
"What was the urban population of the country of Spain, in 2022, in number of people?"
"What was the urban population of the country of Saudi Arabia, in 2022, in number of people?"
"What was the urban population of the country of Uzbekistan, in 2022, in number of people?"
"What was the urban population of the country of Fiji, in 2022, in number of people?"
"What was the urban population of the country of Yemen, in 2013, in number of people?"
"What was the urban population of the country of Seychelles, in 2022, in number of people?"
"What was the urban population of the country of Liberia, in 2022, in number of people?"
"What was the urban population of the country of Venezuela, in 2022, in number of people?"
"What was the urban population of the country of Algeria, in 2022, in number of people?"
"What was the urban population of the country of Andorra, in 2022, in number of people?"
"What was the urban population of the country of Mauritius, in 2022, in number of people?"
"What was the urban population of the country of Kyrgyzstan, in 2022, in number of people?"
"What was the urban population of the country of Togo, in 2022, in number of people?"
"What was the urban population of the country of Iran, in 2022, in number of people?"
"What was the urban population of the country of Somalia, in 2022, in number of people?"
"What was the urban population of the country of Trinidad and Tobago, in 2022, in number of people?"
"What was the urban population of the country of Bangladesh, in 2022, in number of people?"
"What was the urban population of the country of Indonesia, in 2022, in number of people?"
"What was the urban population of the country of Myanmar, in 2022, in number of people?"
"What was the urban population of the country of Thailand, in 2022, in number of people?"
"What was the urban population of the country of United Kingdom, in 2022, in number of people?"
"What was the urban population of the country of Zambia, in 2022, in number of people?"
"What was the urban population of the country of Samoa, in 2022, in number of people?"
"What was the urban population of the country of Dominican Republic, in 2022, in number of people?"
"What was the urban population of the country of Japan, in 2022, in number of people?"
"What was the urban population of the country of Libya, in 2022, in number of people?"
"What was the urban population of the country of Kenya, in 2022, in number of people?"
"What was the urban population of the country of Hungary, in 2022, in number of people?"
"What was the urban population of the country of Sierra Leone, in 2022, in number of people?"
"What was the urban population of the country of Iraq, in 2022, in number of people?"
"What was the urban population of the country of Botswana, in 2022, in number of people?"
"What was the urban population of the country of Palau, in 2022, in number of people?"
"What was the urban population of the country of Antigua and Barbuda, in 2022, in number of people?"
"What was the urban population of the country of Sudan, in 2022, in number of people?"
"What was the urban population of the country of Afghanistan, in 2022, in number of people?"
"What was the urban population of the country of Lebanon, in 2022, in number of people?"
"What was the urban population of the country of Iceland, in 2022, in number of people?"
"What was the urban population of the country of Morocco, in 2022, in number of people?"
"What was the urban population of the country of Malaysia, in 2020, in number of people?"
"What was the urban population of the country of Federated States of Micronesia, in 2022, in number of people?"
"What was the urban population of the country of Canada, in 2022, in number of people?"
"What was the urban population of the country of Pakistan, in 2017, in number of people?"
"What was the urban population of the country of Vietnam, in 2021, in number of people?"
"What was the urban population of the country of Cyprus, in 2022, in number of people?"
"What was the urban population of the country of Cameroon, in 2022, in number of people?"
"What was the urban population of the country of South Sudan, in 2022, in number of people?"
"What was the urban population of the country of Democratic Republic of the Congo, in 2022, in number of people?"
"What was the urban population of the country of Romania, in 2022, in number of people?"
"What was the worldwide box office earnings of the film The Suicide Squad, in United States dollars?"
"What was the worldwide box office earnings of the film Paranormal Activity 3, in United States dollars?"
"What was the worldwide box office earnings of the film Love, Chunibyo & Other Delusions! Take on Me, in United States dollars?"
"What was the worldwide box office earnings of the film The Fugitive, in United States dollars?"
"What was the worldwide box office earnings of the film Ocean's 8, in United States dollars?"
"What was the worldwide box office earnings of the film Escape from Alcatraz, in United States dollars?"
"What was the worldwide box office earnings of the film Gnomeo and Juliet 2: Sherlock Gnomes, in United States dollars?"
"What was the worldwide box office earnings of the film Journey 2: The Mysterious Island, in United States dollars?"
"What was the worldwide box office earnings of the film Australia, in United States dollars?"
"What was the worldwide box office earnings of the film The Silence of the Lambs, in United States dollars?"
"What was the worldwide box office earnings of the film I, Robot, in United States dollars?"
"What was the worldwide box office earnings of the film The Longest Day, in United States dollars?"
"What was the worldwide box office earnings of the film The Exorcist, in United States dollars?"
"What was the worldwide box office earnings of the film The Mermaid, in United States dollars?"
"What was the worldwide box office earnings of the film Blue Velvet, in United States dollars?"
"What was the worldwide box office earnings of the film X-Men: Days of Future Past, in United States dollars?"
"What was the worldwide box office earnings of the film Fifty Shades Darker, in United States dollars?"
"What was the worldwide box office earnings of the film Master and Commander: The Far Side of the World, in United States dollars?"
"What was the worldwide box office earnings of the film Die Another Day, in United States dollars?"
"What was the worldwide box office earnings of the film Airport '77, in United States dollars?"
"What was the worldwide box office earnings of the film A.I. Artificial Intelligence, in United States dollars?"
"What was the worldwide box office earnings of the film The Wandering Earth, in United States dollars?"
"What was the worldwide box office earnings of the film Asterix & Obelix: Mission Cleopatra, in United States dollars?"
"What was the worldwide box office earnings of the film 2001: A Space Odyssey, in United States dollars?"
"What was the worldwide box office earnings of the film Alvin and the Chipmunks: The Squeakquel, in United States dollars?"
"What was the worldwide box office earnings of the film Speed, in United States dollars?"
"What was the worldwide box office earnings of the film The Boss Baby, in United States dollars?"
"What was the worldwide box office earnings of the film Harry Potter and the Goblet of Fire, in United States dollars?"
"What was the worldwide box office earnings of the film Tomorrow Never Dies, in United States dollars?"
"What was the worldwide box office earnings of the film Pan's Labyrinth, in United States dollars?"
"What was the worldwide box office earnings of the film Battle Royale, in United States dollars?"
"What was the worldwide box office earnings of the film Fantastic Beasts: The Secrets of Dumbledore, in United States dollars?"
"What was the worldwide box office earnings of the film The Twilight Saga: Breaking Dawn – Part 2, in United States dollars?"
"What was the worldwide box office earnings of the film Day of the Dead, in United States dollars?"
"What was the worldwide box office earnings of the film The Bodyguard, in United States dollars?"
"What was the worldwide box office earnings of the film Once Upon a Time in the West, in United States dollars?"
"What was the worldwide box office earnings of the film Rise of the Planet of the Apes, in United States dollars?"
"What was the worldwide box office earnings of the film The Devils, in United States dollars?"
"What was the worldwide box office earnings of the film Star Trek: First Contact, in United States dollars?"
"What was the worldwide box office earnings of the film (500) Days of Summer, in United States dollars?"
"What was the worldwide box office earnings of the film John Wick: Chapter 2, in United States dollars?"
"What was the worldwide box office earnings of the film John Wick: Chapter 3 – Parabellum, in United States dollars?"
"What was the worldwide box office earnings of the film Jumanji: Welcome to the Jungle, in United States dollars?"
"What was the worldwide box office earnings of the film The Green Knight, in United States dollars?"
"What was the worldwide box office earnings of the film Zombieland, in United States dollars?"
"What was the worldwide box office earnings of the film Lolita, in United States dollars?"
"What was the worldwide box office earnings of the film The Secret Life of Pets, in United States dollars?"
"What was the worldwide box office earnings of the film The Thing, in United States dollars?"
"What was the worldwide box office earnings of the film Lara Croft: Tomb Raider, in United States dollars?"
"What was the worldwide box office earnings of the film Total Recall, in United States dollars?"
"What was the worldwide box office earnings of the film Star Wars: Episode I – The Phantom Menace, in United States dollars?"
"What was the worldwide box office earnings of the film I'm a Cyborg, But That's OK, in United States dollars?"
"What was the worldwide box office earnings of the film Unbreakable, in United States dollars?"
"What was the worldwide box office earnings of the film The Karate Kid, in United States dollars?"
"What was the worldwide box office earnings of the film The Polar Express, in United States dollars?"
"What was the worldwide box office earnings of the film The Jungle Book, in United States dollars?"
"What was the worldwide box office earnings of the film Calvary, in United States dollars?"
"What was the worldwide box office earnings of the film Ferdinand, in United States dollars?"
"What was the worldwide box office earnings of the film Men in Black 3, in United States dollars?"
"What was the worldwide box office earnings of the film Primal Fear, in United States dollars?"
"What was the worldwide box office earnings of the film Northern Pursuit, in United States dollars?"
"What was the worldwide box office earnings of the film The Croods, in United States dollars?"
"What was the worldwide box office earnings of the film Ice Age: Continental Drift, in United States dollars?"
"What was the worldwide box office earnings of the film The Break-Up, in United States dollars?"
"What was the worldwide box office earnings of the film North by Northwest, in United States dollars?"
"What was the worldwide box office earnings of the film Viking, in United States dollars?"
"What was the worldwide box office earnings of the film The Fifth Element, in United States dollars?"
"What was the worldwide box office earnings of the film O Auto da Compadecida, in Brazilian reals?"
"What was the worldwide box office earnings of the film Mulan, in United States dollars?"
"What was the worldwide box office earnings of the film Fast Five, in United States dollars?"
"What was the worldwide box office earnings of the film Harry Potter and the Philosopher's Stone, in United States dollars?"
"What was the worldwide box office earnings of the film A Monster in Paris, in United States dollars?"
"What was the worldwide box office earnings of the film Get Smart, in United States dollars?"
"What was the worldwide box office earnings of the film White Line Fever, in United States dollars?"
"What was the worldwide box office earnings of the film The Bourne Identity, in United States dollars?"
"What was the worldwide box office earnings of the film The Intouchables, in United States dollars?"
"What was the worldwide box office earnings of the film The Fast and the Furious, in United States dollars?"
"What was the worldwide box office earnings of the film Barnacle Bill, in United States dollars?"
"What was the worldwide box office earnings of the film The Muppet Christmas Carol, in United States dollars?"
"What was the worldwide box office earnings of the film Phantom, in United States dollars?"
"What was the worldwide box office earnings of the film Before Sunset, in United States dollars?"
"What was the worldwide box office earnings of the film Arabian Nights, in United States dollars?"
"What was the worldwide box office earnings of the film Sympathy for Lady Vengeance, in United States dollars?"
"What was the worldwide box office earnings of the film Alligator, in United States dollars?"
"What was the worldwide box office earnings of the film All About Eve, in United States dollars?"
"What was the worldwide box office earnings of the film The Unbearable Weight of Massive Talent, in United States dollars?"
"What was the worldwide box office earnings of the film Indiana Jones and the Last Crusade, in United States dollars?"
"What was the worldwide box office earnings of the film City of God, in United States dollars?"
"What was the worldwide box office earnings of the film Apocalypse Now, in United States dollars?"
"What was the worldwide box office earnings of the film Fight Club, in United States dollars?"
"What was the worldwide box office earnings of the film Three Colours: Red, in United States dollars?"
"What was the worldwide box office earnings of the film West Side Story, in United States dollars?"
"What was the worldwide box office earnings of the film Wreck-It Ralph, in United States dollars?"
"What was the worldwide box office earnings of the film Stargate: The Ark of Truth, in United States dollars?"
"What was the worldwide box office earnings of the film Incendies, in United States dollars?"
"What was the worldwide box office earnings of the film Rear Window, in United States dollars?"
"What was the worldwide box office earnings of the film Eraserhead, in United States dollars?"
"What was the worldwide box office earnings of the film School of Rock, in United States dollars?"
"What was the budget (capital cost) of the film Papillon, in United States dollars?"
"What was the budget (capital cost) of the film Buffy the Vampire Slayer, in United States dollars?"
"What was the budget (capital cost) of the film The Frighteners, in United States dollars?"
"What was the budget (capital cost) of the film Killer Elite, in United States dollars?"
"What was the budget (capital cost) of the film 12 Monkeys, in United States dollars?"
"What was the budget (capital cost) of the film Brahmāstra Part One: Shiva, in Indian rupees?"
"What was the budget (capital cost) of the film Bullitt, in United States dollars?"
"What was the budget (capital cost) of the film Alice Through the Looking Glass, in United States dollars?"
"What was the budget (capital cost) of the film A Knight's Tale, in United States dollars?"
"What was the budget (capital cost) of the film In the Line of Fire, in United States dollars?"
"What was the budget (capital cost) of the film The Game, in United States dollars?"
"What was the budget (capital cost) of the film Cloudy with a Chance of Meatballs 2, in United States dollars?"
"What was the budget (capital cost) of the film Goldfinger, in United States dollars?"
"What was the budget (capital cost) of the film Kate & Leopold, in Argentine convertible pesos?"
"What was the budget (capital cost) of the film Fruitvale Station, in United States dollars?"
"What was the budget (capital cost) of the film Adaptation, in United States dollars?"
"What was the budget (capital cost) of the film Spy Kids, in United States dollars?"
"What was the budget (capital cost) of the film Bombshell, in United States dollars?"
"What was the budget (capital cost) of the film The Railway Man, in United States dollars?"
"What was the budget (capital cost) of the film You Will Meet a Tall Dark Stranger, in United States dollars?"
"What was the budget (capital cost) of the film Amour, in United States dollars?"
"What was the budget (capital cost) of the film The Last Warrior, in United States dollars?"
"What was the budget (capital cost) of the film The Young Victoria, in United States dollars?"
"What was the budget (capital cost) of the film Nineteen Eighty-Four, in pound sterlings?"
"What was the budget (capital cost) of the film Black Book, in United States dollars?"
"What was the budget (capital cost) of the film Incredibles 2, in United States dollars?"
"What was the budget (capital cost) of the film The Duellists, in United States dollars?"
"What was the budget (capital cost) of the film Tillie's Punctured Romance, in United States dollars?"
"What was the budget (capital cost) of the film The Old Man and the Sea, in United States dollars?"
"What was the budget (capital cost) of the film The Body, in Euros?"
"What was the budget (capital cost) of the film Maze Runner: The Death Cure, in United States dollars?"
"What was the budget (capital cost) of the film Centurion, in United States dollars?"
"What was the budget (capital cost) of the film Schindler's List, in United States dollars?"
"What was the budget (capital cost) of the film The Innocents, in pound sterlings?"
"What was the budget (capital cost) of the film A Turtle's Tale: Sammy's Adventures, in Euros?"
"What was the budget (capital cost) of the film The Domino Principle, in United States dollars?"
"What was the budget (capital cost) of the film Harry Potter and the Half-Blood Prince, in United States dollars?"
"What was the budget (capital cost) of the film Mission: Impossible 2, in United States dollars?"
"What was the budget (capital cost) of the film The Running Man, in United States dollars?"
"What was the budget (capital cost) of the film Diner, in United States dollars?"
"What was the budget (capital cost) of the film 21, in United States dollars?"
"What was the budget (capital cost) of the film Chariots of Fire, in United States dollars?"
"What was the budget (capital cost) of the film A Clockwork Orange, in United States dollars?"
"What was the budget (capital cost) of the film Star Wars: Episode I – The Phantom Menace, in United States dollars?"
"What was the budget (capital cost) of the film The Howling, in United States dollars?"
"What was the budget (capital cost) of the film Seven Psychopaths, in United States dollars?"
"What was the budget (capital cost) of the film Non-Stop, in United States dollars?"
"What was the budget (capital cost) of the film Deathtrap, in United States dollars?"
"What was the budget (capital cost) of the film The Patriot, in United States dollars?"
"What was the budget (capital cost) of the film Hitman, in United States dollars?"
"What was the budget (capital cost) of the film The Blue Lagoon, in United States dollars?"
"What was the budget (capital cost) of the film 30 Minutes or Less, in United States dollars?"
"What was the budget (capital cost) of the film Terminator Salvation, in United States dollars?"
"What was the budget (capital cost) of the film Batman Forever, in United States dollars?"
"What was the budget (capital cost) of the film Titanic, in Reichsmarks?"
"What was the budget (capital cost) of the film Sex, Lies, and Videotape, in United States dollars?"
"What was the budget (capital cost) of the film Heartbreaker, in Euros?"
"What was the budget (capital cost) of the film Cast Away, in United States dollars?"
"What was the budget (capital cost) of the film X-Men: Days of Future Past, in United States dollars?"
"What was the budget (capital cost) of the film Robinson Crusoe, in United States dollars?"
"What was the budget (capital cost) of the film Transformers: Revenge of the Fallen, in United States dollars?"
"What was the budget (capital cost) of the film Wild Orchids, in United States dollars?"
"What was the budget (capital cost) of the film The Navigator, in United States dollars?"
"What was the budget (capital cost) of the film They Live, in United States dollars?"
"What was the budget (capital cost) of the film Inglourious Basterds, in United States dollars?"
"What was the budget (capital cost) of the film Analyze That, in United States dollars?"
"What was the budget (capital cost) of the film THX 1138, in United States dollars?"
"What was the budget (capital cost) of the film J. Edgar, in United States dollars?"
"What was the budget (capital cost) of the film New York, I Love You, in United States dollars?"
"What was the budget (capital cost) of the film Following, in United States dollars?"
"What was the budget (capital cost) of the film The Marine, in Canadian dollars?"
"What was the budget (capital cost) of the film 12 Angry Men, in United States dollars?"
"What was the budget (capital cost) of the film Saving Private Ryan, in United States dollars?"
"What was the budget (capital cost) of the film The Most Charming and Attractive, in Russian rubles?"
"What was the budget (capital cost) of the film El Norte, in United States dollars?"
"What was the budget (capital cost) of the film The Big Lebowski, in United States dollars?"
"What was the budget (capital cost) of the film A Funny Thing Happened on the Way to the Forum, in United States dollars?"
