question,raw_output,numeric_output
"What was the year of publication of the literary work The Just Assassins, by Albert Camus?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Just Assassins, by Albert Camus?
Answer: 1951

Question: What was the year of publication of",
"What was the year of publication of the literary work Christine, by Stephen King?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Christine, by Stephen King?
Answer: 1987

Question: What was the year of publication of",
"What was the year of publication of the literary work Grimus, by Salman Rushdie?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Grimus, by Salman Rushdie?
Answer: 1975

Question: What was the year of publication of",
"What was the year of publication of the literary work How the Steel Was Tempered, by Nikolai Ostrovsky?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work How the Steel Was Tempered, by Nikolai Ostrovsky?
Answer: 1932

Question: What was the year of publication of",
"What was the year of publication of the literary work A Prayer for Owen Meany, by John Irving?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work A Prayer for Owen Meany, by John Irving?
Answer: 1989

Question: What was the year of publication of",
"What was the year of publication of the literary work Falconer, by John Cheever?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Falconer, by John Cheever?
Answer: 1977

Question: What was the year of publication of",
"What was the year of publication of the literary work Tomorrow, When the War Began, by John Marsden?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Tomorrow, When the War Began, by John Marsden?
Answer: 1993

Question: What was the year of publication of",
"What was the year of publication of the literary work A Pocket Full of Rye, by Agatha Christie?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work A Pocket Full of Rye, by Agatha Christie?
Answer: 1953

Question: What was the year of publication of",
"What was the year of publication of the literary work Hannibal Rising, by Thomas Harris?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Hannibal Rising, by Thomas Harris?
Answer: 2006

Question: What was the year of publication of",
"What was the year of publication of the literary work Ḥuqūq bigīrān-i Ingilīs dar Īrān, by Esmail Raeen?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Ḥuqūq bigīrān-i Ingilīs dar Īrān, by Esmail Raeen?
Answer:

Question: What was the year of publication of the literary work Ḥ",
"What was the year of publication of the literary work God Emperor of Dune, by Frank Herbert?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work God Emperor of Dune, by Frank Herbert?
Answer: 1981

Question: What was the year of publication of",
"What was the year of publication of the literary work The Warlock: The Secrets of the Immortal Nicholas Flamel, by Michael Scott?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Warlock: The Secrets of the Immortal Nicholas Flamel, by Michael Scott?
Answer: 2007

Question: What was the year of publication of",
"What was the year of publication of the literary work A Maze of Death, by Philip K. Dick?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work A Maze of Death, by Philip K. Dick?
Answer: 1970

Question: What was the year of publication of",
"What was the year of publication of the literary work The Da Vinci Code, by Dan Brown?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Da Vinci Code, by Dan Brown?
Answer: 2003

Question: What was the year of publication of",
"What was the year of publication of the literary work 2061: Odyssey Three, by Arthur C. Clarke?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work 2061: Odyssey Three, by Arthur C. Clarke?
Answer: 1987

Question: What was the year of publication of",
"What was the year of publication of the literary work The Hound of the Baskervilles, by Arthur Conan Doyle?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Hound of the Baskervilles, by Arthur Conan Doyle?
Answer: 1902

Question: What was the year of publication of",
"What was the year of publication of the literary work Not a River, by Selva Almada?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Not a River, by Selva Almada?
Answer: 2019

Question: What was the year of publication of",
"What was the year of publication of the literary work The Return of the King, by J. R. R. Tolkien?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Return of the King, by J. R. R. Tolkien?
Answer:

Question: What was the year of publication of the literary work The Return",
"What was the year of publication of the literary work Sun and Shadow, by Åke Edwardson?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Sun and Shadow, by Åke Edwardson?
Answer: 2006

Question: What was the year of publication of",
"What was the year of publication of the literary work The Colour of Magic, by Terry Pratchett?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Colour of Magic, by Terry Pratchett?
Answer: 1983

Question: What was the year of publication of",
"What was the year of publication of the literary work The Long Walk, by Stephen King?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Long Walk, by Stephen King?
Answer: 1979

Question: What was the year of publication of",
"What was the year of publication of the literary work Fighting for Space, by Amy Shira Teitel?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Fighting for Space, by Amy Shira Teitel?
Answer: 2021

Question: What was the year of publication of",
"What was the year of publication of the literary work The Giver, by Lois Lowry?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Giver, by Lois Lowry?
Answer: 1993

Question: What was the year of publication of",
"What was the year of publication of the literary work The New England Primer, by Benjamin Harris?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The New England Primer, by Benjamin Harris?
Answer: 1690

Question: What was the year of publication of",
"What was the year of publication of the literary work Shenei luhot haberit, by Isaiah Horowitz?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Shenei luhot haberit, by Isaiah Horowitz?
Answer: 1648

Question: What was the year of publication of",
"What was the year of publication of the literary work The Magic Mountain, by Thomas Mann?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Magic Mountain, by Thomas Mann?
Answer: 1924

Question: What was the year of publication of",
"What was the year of publication of the literary work The Cloven Viscount, by Italo Calvino?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Cloven Viscount, by Italo Calvino?
Answer: 1952

Question: What was the year of publication of",
"What was the year of publication of the literary work From Darwin to Hitler, by Richard Weikart?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work From Darwin to Hitler, by Richard Weikart?
Answer: 2004

Question: What was the year of publication of",
"What was the year of publication of the literary work The Prison Diary of Ho Chi Minh, by Ho Chi Minh?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Prison Diary of Ho Chi Minh, by Ho Chi Minh?
Answer: 1960

Question: What was the year of publication of",
"What was the year of publication of the literary work The Mother, by Maxim Gorky?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Mother, by Maxim Gorky?
Answer: 1906

Question: What was the year of publication of",
"What was the year of publication of the literary work Underground, by Haruki Murakami?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Underground, by Haruki Murakami?
Answer: 1997

Question: What was the year of publication of",
"What was the year of publication of the literary work Fundamento de Esperanto, by L. L. Zamenhof?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Fundamento de Esperanto, by L. L. Zamenhof?
Answer: 1905

Question: What was the year of publication of",
"What was the year of publication of the literary work Across the River and into the Trees, by Ernest Hemingway?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Across the River and into the Trees, by Ernest Hemingway?
Answer: 1950

Question: What was the year of publication of",
"What was the year of publication of the literary work The Plague, by Albert Camus?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Plague, by Albert Camus?
Answer: 1947

Question: What was the year of publication of",
"What was the year of publication of the literary work The Lathe of Heaven, by Ursula K. Le Guin?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Lathe of Heaven, by Ursula K. Le Guin?
Answer: 1971

Question: What was the year of publication of",
"What was the year of publication of the literary work Where the Wild Things Are, by Maurice Sendak?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Where the Wild Things Are, by Maurice Sendak?
Answer: 1963

Question: What was the year of publication of",
"What was the year of publication of the literary work Leaf by Niggle, by J. R. R. Tolkien?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Leaf by Niggle, by J. R. R. Tolkien?
Answer: 1945

Question: What was the year of publication of",
"What was the year of publication of the literary work Dumb Witness, by Agatha Christie?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Dumb Witness, by Agatha Christie?
Answer: 1937

Question: What was the year of publication of",
"What was the year of publication of the literary work Securing Sex: Morality and Repression in the Making of Cold War Brazil, by Benjamin Cowan?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Securing Sex: Morality and Repression in the Making of Cold War Brazil, by Benjamin Cowan?
Answer: 2016

Question: What was the year of publication of",
"What was the year of publication of the literary work The Salmon of Doubt, by Q42?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Salmon of Doubt, by Q42?
Answer: 2002

Question: What was the year of publication of",
"What was the year of publication of the literary work Tesoro de la lengua guaraní, by Antonio Ruiz de Montoya?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Tesoro de la lengua guaraní, by Antonio Ruiz de Montoya?
Answer: 1639

Question: What was the year of publication of",
"What was the year of publication of the literary work A Fine Balance, by Rohinton Mistry?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work A Fine Balance, by Rohinton Mistry?
Answer: 1995

Question: What was the year of publication of",
"What was the year of publication of the literary work The Horse and His Boy, by C. S. Lewis?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Horse and His Boy, by C. S. Lewis?
Answer: 1954

Question: What was the year of publication of",
"What was the year of publication of the literary work Vemana, by Rallapalli Anantha Krishna Sharma?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Vemana, by Rallapalli Anantha Krishna Sharma?
Answer: 1960

Question: What was the year of publication of",
"What was the year of publication of the literary work Sons and Lovers, by D. H. Lawrence?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Sons and Lovers, by D. H. Lawrence?
Answer: 1913

Question: What was the year of publication of",
"What was the year of publication of the literary work Dark Night of the Soul, by John of the Cross?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Dark Night of the Soul, by John of the Cross?
Answer: 1585

Question: What was the year of publication of",
"What was the year of publication of the literary work Simulacron-3, by Daniel F. Galouye?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Simulacron-3, by Daniel F. Galouye?
Answer: 1964

Question: What was the year of publication of",
"What was the year of publication of the literary work The Cares of a Family Man, by Franz Kafka?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Cares of a Family Man, by Franz Kafka?
Answer: 1919

Question: What was the year of publication of",
"What was the year of publication of the literary work A Room with a View, by E. M. Forster?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work A Room with a View, by E. M. Forster?
Answer: 1908

Question: What was the year of publication of",
"What was the year of publication of the literary work Moses Final Oration, by Micah Goodman?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Moses Final Oration, by Micah Goodman?
Answer: 2017

Question: What was the year of publication of",
"What was the year of publication of the literary work Germany Must Perish!, by Theodore Newman Kaufman?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Germany Must Perish!, by Theodore Newman Kaufman?
Answer: 1941

Question: What was the year of publication of",
"What was the year of publication of the literary work Die Vereinigten Staaten von Gross-Österreich, by Aurel Popovici?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Die Vereinigten Staaten von Gross-Österreich, by Aurel Popovici?
Answer: 1906

Question: What was the year of publication of",
"What was the year of publication of the literary work The Alternative Hypothesis, by Éric-Emmanuel Schmitt?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Alternative Hypothesis, by Éric-Emmanuel Schmitt?
Answer: 2001

Question: What was the year of publication of",
"What was the year of publication of the literary work The Hornworm, by Edogawa Ranpo?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Hornworm, by Edogawa Ranpo?
Answer: 1929

Question: What was the year of publication of",
"What was the year of publication of the literary work The Solitude of Prime Numbers, by Paolo Giordano?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Solitude of Prime Numbers, by Paolo Giordano?
Answer: 2008

Question: What was the year of publication of",
"What was the year of publication of the literary work Life, the Universe and Everything, by Q42?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Life, the Universe and Everything, by Q42?
Answer: 1982

Question: What was the year of publication of",
"What was the year of publication of the literary work The Boss of Wind River, by Arthur Murray Chisholm?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Boss of Wind River, by Arthur Murray Chisholm?
Answer: 1915

Question: What was the year of publication of",
"What was the year of publication of the literary work To a God Unknown, by John Steinbeck?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work To a God Unknown, by John Steinbeck?
Answer: 1933

Question: What was the year of publication of",
"What was the year of publication of the literary work The Children of Húrin, by J. R. R. Tolkien?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Children of Húrin, by J. R. R. Tolkien?
Answer:

Question: What was the year of publication of the literary work The Children",
"What was the year of publication of the literary work Warm Bodies, by Isaac Marion?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Warm Bodies, by Isaac Marion?
Answer: 2010

Question: What was the year of publication of",
"What was the year of publication of the literary work Jinja Kakuroku, by Suzuka Tsuratane?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Jinja Kakuroku, by Suzuka Tsuratane?
Answer:

Question: What was the year of publication of the literary work Jinja",
"What was the year of publication of the literary work Dona Flor and Her Two Husbands, by Jorge Amado?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Dona Flor and Her Two Husbands, by Jorge Amado?
Answer: 1966

Question: What was the year of publication of",
"What was the year of publication of the literary work The Monkey, by Stephen King?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Monkey, by Stephen King?
Answer: 1980

Question: What was the year of publication of",
"What was the year of publication of the literary work The Loser, by Thomas Bernhard?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Loser, by Thomas Bernhard?
Answer: 1983

Question: What was the year of publication of",
"What was the year of publication of the literary work Pebble in the Sky, by Isaac Asimov?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Pebble in the Sky, by Isaac Asimov?
Answer: 1950

Question: What was the year of publication of",
"What was the year of publication of the literary work Letter to His Father, by Franz Kafka?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Letter to His Father, by Franz Kafka?
Answer: 1919

Question: What was the year of publication of",
"What was the year of publication of the literary work Dune: The Butlerian Jihad, by Brian Herbert?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Dune: The Butlerian Jihad, by Brian Herbert?
Answer: 2002

Question: What was the year of publication of",
"What was the year of publication of the literary work Hunters of Dune, by Brian Herbert?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Hunters of Dune, by Brian Herbert?
Answer: 2006

Question: What was the year of publication of",
"What was the year of publication of the literary work Zhongguo renming dacidian, by Zang Lihe?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Zhongguo renming dacidian, by Zang Lihe?
Answer: 1991

Question: What was the year of publication of",
"What was the year of publication of the literary work The Breasts of Tiresias, by Guillaume Apollinaire?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Breasts of Tiresias, by Guillaume Apollinaire?
Answer: 1917

Question: What was the year of publication of",
"What was the year of publication of the literary work Of the Rings of Power and the Third Age, by J. R. R. Tolkien?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Of the Rings of Power and the Third Age, by J. R. R. Tolkien?
Answer:

Question: What was the year of publication of the literary work The Hob",
"What was the year of publication of the literary work The Corrections, by Jonathan Franzen?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Corrections, by Jonathan Franzen?
Answer: 2001

Question: What was the year of publication of",
"What was the year of publication of the literary work Before the Law, by Franz Kafka?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Before the Law, by Franz Kafka?
Answer: 1915

Question: What was the year of publication of",
"What was the year of publication of the literary work The Legend of the Holy Drinker, by Joseph Roth?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Legend of the Holy Drinker, by Joseph Roth?
Answer: 1939

Question: What was the year of publication of",
"What was the year of publication of the literary work Old Masters, by Thomas Bernhard?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Old Masters, by Thomas Bernhard?
Answer: 1985

Question: What was the year of publication of",
"What was the year of publication of the literary work Moi les hommes, je les déteste, by Pauline Harmange?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Moi les hommes, je les déteste, by Pauline Harmange?
Answer: 2020

Question: What was the year of publication of",
"What was the year of publication of the literary work Anthology of Petty Matters in Qing, by Xu Ke?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Anthology of Petty Matters in Qing, by Xu Ke?
Answer: 1909

Question: What was the year of publication of",
"What was the year of publication of the literary work The Unnamable, by Samuel Beckett?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Unnamable, by Samuel Beckett?
Answer: 1953

Question: What was the year of publication of",
"What was the year of publication of the literary work All Men Are Mortal, by Simone de Beauvoir?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work All Men Are Mortal, by Simone de Beauvoir?
Answer: 1946

Question: What was the year of publication of",
"What was the year of publication of the literary work The Death Ship, by B. Traven?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Death Ship, by B. Traven?
Answer: 1926

Question: What was the year of publication of",
"What was the year of publication of the literary work Eromanga hyougenshi, by Rito Kimi?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Eromanga hyougenshi, by Rito Kimi?
Answer: 1999

Question: What was the year of publication of",
"What was the year of publication of the literary work Foundation's Fear, by Gregory Benford?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Foundation's Fear, by Gregory Benford?
Answer: 1997

Question: What was the year of publication of",
"What was the year of publication of the literary work The Shack, by William P. Young?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Shack, by William P. Young?
Answer: 2007

Question: What was the year of publication of",
"What was the year of publication of the literary work A Long Way Down, by Nick Hornby?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work A Long Way Down, by Nick Hornby?
Answer: 2005

Question: What was the year of publication of",
"What was the year of publication of the literary work The Winds of War, by Herman Wouk?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Winds of War, by Herman Wouk?
Answer: 1971

Question: What was the year of publication of",
"What was the year of publication of the literary work Point Counter Point, by Aldous Huxley?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Point Counter Point, by Aldous Huxley?
Answer: 1928

Question: What was the year of publication of",
"What was the year of publication of the literary work Children of Dune, by Frank Herbert?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Children of Dune, by Frank Herbert?
Answer: 1976

Question: What was the year of publication of",
"What was the year of publication of the literary work The Life and Times of Scrooge McDuck Companion, by Don Rosa?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work The Life and Times of Scrooge McDuck Companion, by Don Rosa?
Answer: 2008

Question: What was the year of publication of",
"What was the year of publication of the literary work Eleven Minutes, by Paulo Coelho?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Eleven Minutes, by Paulo Coelho?
Answer: 2003

Question: What was the year of publication of",
"What was the year of publication of the literary work Possession, by A. S. Byatt?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Possession, by A. S. Byatt?
Answer: 1990

Question: What was the year of publication of",
"What was the year of publication of the literary work Unfinished Tales, by J. R. R. Tolkien?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Unfinished Tales, by J. R. R. Tolkien?
Answer: 1980

Question: What was the year of publication of",
"What was the year of publication of the literary work Slaughterhouse-Five, by Kurt Vonnegut?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Slaughterhouse-Five, by Kurt Vonnegut?
Answer: 1969

Question: What was the year of publication of",
"What was the year of publication of the literary work Prapanchavum Manushyanum, by K. Venu?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the year of publication of the literary work Prapanchavum Manushyanum, by K. Venu?
Answer: 1979

Question: What was the year of publication of",
