question,raw_output,numeric_output
"What was the urban population of the country of Cyprus, in 2022, in number of people?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the urban population of the country of Cyprus, in 2022, in number of people?
Answer: 1000000",
"What was the urban population of the country of Cameroon, in 2022, in number of people?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the urban population of the country of Cameroon, in 2022, in number of people?
Answer: 10,000,000",
"What was the urban population of the country of South Sudan, in 2022, in number of people?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the urban population of the country of South Sudan, in 2022, in number of people?
Answer: 10,000,000",
"What was the urban population of the country of Democratic Republic of the Congo, in 2022, in number of people?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the urban population of the country of Democratic Republic of the Congo, in 2022, in number of people?
Answer: 100000000",
"What was the urban population of the country of Romania, in 2022, in number of people?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the urban population of the country of Romania, in 2022, in number of people?
Answer: 19,000,000",
"What was the worldwide box office earnings of the film The Suicide Squad, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Suicide Squad, in United States dollars?
Answer: 167,800,000",
"What was the worldwide box office earnings of the film Paranormal Activity 3, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Paranormal Activity 3, in United States dollars?
Answer: 104,700,000",
"What was the worldwide box office earnings of the film Love, Chunibyo & Other Delusions! Take on Me, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Love, Chunibyo & Other Delusions! Take on Me, in United States dollars?
Answer: 100000000000000",
"What was the worldwide box office earnings of the film The Fugitive, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Fugitive, in United States dollars?
Answer: 183,500,000",
"What was the worldwide box office earnings of the film Ocean's 8, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Ocean's 8, in United States dollars?
Answer: 297,400,000",
"What was the worldwide box office earnings of the film Escape from Alcatraz, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Escape from Alcatraz, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Gnomeo and Juliet 2: Sherlock Gnomes, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Gnomeo and Juliet 2: Sherlock Gnomes, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film Journey 2: The Mysterious Island, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Journey 2: The Mysterious Island, in United States dollars?
Answer: 194,000,000",
"What was the worldwide box office earnings of the film Australia, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Australia, in United States dollars?
Answer: 234,000,000",
"What was the worldwide box office earnings of the film The Silence of the Lambs, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Silence of the Lambs, in United States dollars?
Answer: 272,750,000",
"What was the worldwide box office earnings of the film I, Robot, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film I, Robot, in United States dollars?
Answer: 242,000,000",
"What was the worldwide box office earnings of the film The Longest Day, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Longest Day, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film The Exorcist, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Exorcist, in United States dollars?
Answer: 441,300,000",
"What was the worldwide box office earnings of the film The Mermaid, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Mermaid, in United States dollars?
Answer: 526,000,000",
"What was the worldwide box office earnings of the film Blue Velvet, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Blue Velvet, in United States dollars?
Answer: 12,000,000",
"What was the worldwide box office earnings of the film X-Men: Days of Future Past, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film X-Men: Days of Future Past, in United States dollars?
Answer: 747,863,659",
"What was the worldwide box office earnings of the film Fifty Shades Darker, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Fifty Shades Darker, in United States dollars?
Answer: 381,000,000",
"What was the worldwide box office earnings of the film Master and Commander: The Far Side of the World, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Master and Commander: The Far Side of the World, in United States dollars?
Answer: 111,000,000",
"What was the worldwide box office earnings of the film Die Another Day, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Die Another Day, in United States dollars?
Answer: 431,100,000",
"What was the worldwide box office earnings of the film Airport '77, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Airport '77, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film A.I. Artificial Intelligence, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film A.I. Artificial Intelligence, in United States dollars?
Answer: 235,000,000",
"What was the worldwide box office earnings of the film The Wandering Earth, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Wandering Earth, in United States dollars?
Answer: 725,000,000",
"What was the worldwide box office earnings of the film Asterix & Obelix: Mission Cleopatra, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Asterix & Obelix: Mission Cleopatra, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film 2001: A Space Odyssey, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film 2001: A Space Odyssey, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film Alvin and the Chipmunks: The Squeakquel, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Alvin and the Chipmunks: The Squeakquel, in United States dollars?
Answer: 443,000,000",
"What was the worldwide box office earnings of the film Speed, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Speed, in United States dollars?
Answer: 351,000,000",
"What was the worldwide box office earnings of the film The Boss Baby, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Boss Baby, in United States dollars?
Answer: 187,000,000",
"What was the worldwide box office earnings of the film Harry Potter and the Goblet of Fire, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Harry Potter and the Goblet of Fire, in United States dollars?
Answer: 896,928,182",
"What was the worldwide box office earnings of the film Tomorrow Never Dies, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Tomorrow Never Dies, in United States dollars?
Answer: 330000000",
"What was the worldwide box office earnings of the film Pan's Labyrinth, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Pan's Labyrinth, in United States dollars?
Answer: 37,800,000",
"What was the worldwide box office earnings of the film Battle Royale, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Battle Royale, in United States dollars?
Answer: 100000000000000",
"What was the worldwide box office earnings of the film Fantastic Beasts: The Secrets of Dumbledore, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Fantastic Beasts: The Secrets of Dumbledore, in United States dollars?
Answer: 404,000,000",
"What was the worldwide box office earnings of the film The Twilight Saga: Breaking Dawn – Part 2, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Twilight Saga: Breaking Dawn – Part 2, in United States dollars?
Answer: 829,746,298",
"What was the worldwide box office earnings of the film Day of the Dead, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Day of the Dead, in United States dollars?
Answer: 100000000000000",
"What was the worldwide box office earnings of the film The Bodyguard, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Bodyguard, in United States dollars?
Answer: 411000000",
"What was the worldwide box office earnings of the film Once Upon a Time in the West, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Once Upon a Time in the West, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Rise of the Planet of the Apes, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Rise of the Planet of the Apes, in United States dollars?
Answer: 481,611,124",
"What was the worldwide box office earnings of the film The Devils, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Devils, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film Star Trek: First Contact, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Star Trek: First Contact, in United States dollars?
Answer: 148,000,000",
"What was the worldwide box office earnings of the film (500) Days of Summer, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film (500) Days of Summer, in United States dollars?
Answer: 32,000,000",
"What was the worldwide box office earnings of the film John Wick: Chapter 2, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film John Wick: Chapter 2, in United States dollars?
Answer: 171,500,000",
"What was the worldwide box office earnings of the film John Wick: Chapter 3 – Parabellum, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film John Wick: Chapter 3 – Parabellum, in United States dollars?
Answer: 326,740,000",
"What was the worldwide box office earnings of the film Jumanji: Welcome to the Jungle, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Jumanji: Welcome to the Jungle, in United States dollars?
Answer: 962,000,000",
"What was the worldwide box office earnings of the film The Green Knight, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Green Knight, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Zombieland, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Zombieland, in United States dollars?
Answer: 102,400,000",
"What was the worldwide box office earnings of the film Lolita, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Lolita, in United States dollars?
Answer: 100000000000000",
"What was the worldwide box office earnings of the film The Secret Life of Pets, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Secret Life of Pets, in United States dollars?
Answer: 875,400,000",
"What was the worldwide box office earnings of the film The Thing, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Thing, in United States dollars?
Answer: 1982
Question: What was the worldwide box office earnings of",
"What was the worldwide box office earnings of the film Lara Croft: Tomb Raider, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Lara Croft: Tomb Raider, in United States dollars?
Answer: 274,706,000",
"What was the worldwide box office earnings of the film Total Recall, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Total Recall, in United States dollars?
Answer: 246,000,000",
"What was the worldwide box office earnings of the film Star Wars: Episode I – The Phantom Menace, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Star Wars: Episode I – The Phantom Menace, in United States dollars?
Answer: 924,313,568",
"What was the worldwide box office earnings of the film I'm a Cyborg, But That's OK, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film I'm a Cyborg, But That's OK, in United States dollars?
Answer: 1,000,000",
"What was the worldwide box office earnings of the film Unbreakable, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Unbreakable, in United States dollars?
Answer: 248,000,000",
"What was the worldwide box office earnings of the film The Karate Kid, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Karate Kid, in United States dollars?
Answer: 359,000,000",
"What was the worldwide box office earnings of the film The Polar Express, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Polar Express, in United States dollars?
Answer: 181,000,000",
"What was the worldwide box office earnings of the film The Jungle Book, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Jungle Book, in United States dollars?
Answer: 364,000,000",
"What was the worldwide box office earnings of the film Calvary, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Calvary, in United States dollars?
Answer: 1,000,000",
"What was the worldwide box office earnings of the film Ferdinand, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Ferdinand, in United States dollars?
Answer: 117,000,000",
"What was the worldwide box office earnings of the film Men in Black 3, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Men in Black 3, in United States dollars?
Answer: 624000000",
"What was the worldwide box office earnings of the film Primal Fear, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Primal Fear, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film Northern Pursuit, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Northern Pursuit, in United States dollars?
Answer: 100000000000000",
"What was the worldwide box office earnings of the film The Croods, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Croods, in United States dollars?
Answer: 587,200,000",
"What was the worldwide box office earnings of the film Ice Age: Continental Drift, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Ice Age: Continental Drift, in United States dollars?
Answer: 873,200,000",
"What was the worldwide box office earnings of the film The Break-Up, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Break-Up, in United States dollars?
Answer: 119,000,000",
"What was the worldwide box office earnings of the film North by Northwest, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film North by Northwest, in United States dollars?
Answer: 38,000,000",
"What was the worldwide box office earnings of the film Viking, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Viking, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film The Fifth Element, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Fifth Element, in United States dollars?
Answer: 263,900,000",
"What was the worldwide box office earnings of the film O Auto da Compadecida, in Brazilian reals?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film O Auto da Compadecida, in Brazilian reals?
Answer: 10,000,000.00",
"What was the worldwide box office earnings of the film Mulan, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Mulan, in United States dollars?
Answer: 115,000,000",
"What was the worldwide box office earnings of the film Fast Five, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Fast Five, in United States dollars?
Answer: 626.1 million",
"What was the worldwide box office earnings of the film Harry Potter and the Philosopher's Stone, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Harry Potter and the Philosopher's Stone, in United States dollars?
Answer: 974,755,371",
"What was the worldwide box office earnings of the film A Monster in Paris, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film A Monster in Paris, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Get Smart, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Get Smart, in United States dollars?
Answer: 130,000,000",
"What was the worldwide box office earnings of the film White Line Fever, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film White Line Fever, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film The Bourne Identity, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Bourne Identity, in United States dollars?
Answer: 214,000,000",
"What was the worldwide box office earnings of the film The Intouchables, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Intouchables, in United States dollars?
Answer: 426,800,000",
"What was the worldwide box office earnings of the film The Fast and the Furious, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Fast and the Furious, in United States dollars?
Answer: 236,326,000",
"What was the worldwide box office earnings of the film Barnacle Bill, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Barnacle Bill, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film The Muppet Christmas Carol, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Muppet Christmas Carol, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film Phantom, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Phantom, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film Before Sunset, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Before Sunset, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Arabian Nights, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Arabian Nights, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film Sympathy for Lady Vengeance, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Sympathy for Lady Vengeance, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film Alligator, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Alligator, in United States dollars?
Answer: 10000000",
"What was the worldwide box office earnings of the film All About Eve, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film All About Eve, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film The Unbearable Weight of Massive Talent, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film The Unbearable Weight of Massive Talent, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film Indiana Jones and the Last Crusade, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Indiana Jones and the Last Crusade, in United States dollars?
Answer: 474,000,000",
"What was the worldwide box office earnings of the film City of God, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film City of God, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Apocalypse Now, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Apocalypse Now, in United States dollars?
Answer: 100000000",
"What was the worldwide box office earnings of the film Fight Club, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Fight Club, in United States dollars?
Answer: 100,855,753",
"What was the worldwide box office earnings of the film Three Colours: Red, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Three Colours: Red, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film West Side Story, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film West Side Story, in United States dollars?
Answer: 1000000000",
"What was the worldwide box office earnings of the film Wreck-It Ralph, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Wreck-It Ralph, in United States dollars?
Answer: 471,255,572",
"What was the worldwide box office earnings of the film Stargate: The Ark of Truth, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Stargate: The Ark of Truth, in United States dollars?
Answer: 10,000,000",
"What was the worldwide box office earnings of the film Incendies, in United States dollars?","Only provide a numeric answer, no extra details. Do not repeat or rephrase the question. If any year is BC, use a negative sign (e.g., 200 BC → -200).
Question: What was the worldwide box office earnings of the film Incendies, in United States dollars?
Answer: 10,000,000",
